,n1,n2,p-values
332,47.0,49.0,5.333585593289901e-17
333,52.0,44.0,4.510921852158314e-23
334,51.0,45.0,2.0033772223034664e-07
335,54.0,42.0,1.214875066181659e-19
336,46.0,50.0,7.27279289212921e-20
337,50.0,46.0,6.606072978132536e-49
338,51.0,45.0,1.0285711027774286e-06
339,54.0,42.0,9.428167179628443e-09
340,44.0,52.0,1.3939621197341262e-126
341,52.0,44.0,7.999541955283694e-13
342,47.0,49.0,1.5443892119965372e-05
343,45.0,51.0,1.858992547744257e-06
344,41.0,55.0,9.99196237268834e-11
345,47.0,49.0,1.4903150774172383e-15
346,63.0,33.0,4.4132156027048924e-14
347,56.0,40.0,1.0781253285709916e-11
348,49.0,47.0,6.3976803363214985e-09
349,36.0,60.0,5.036539410526248e-27
350,43.0,53.0,1.4570930075137784e-07
351,43.0,53.0,9.366119417871136e-09
352,48.0,48.0,3.409228582982293e-14
353,43.0,53.0,8.358302838686525e-32
354,52.0,44.0,2.427406203055041e-09
355,52.0,44.0,1.152911811042891e-07
356,47.0,49.0,2.6598969662489333e-30
357,49.0,47.0,4.2813901851896184e-16
358,61.0,35.0,1.2047926164864387e-09
359,43.0,53.0,1.8411580884284622e-17
360,50.0,46.0,1.7819184220671206e-37
361,53.0,43.0,1.1309811437018669e-28
362,53.0,43.0,3.413912973949864e-08
363,39.0,57.0,6.0494167649464296e-37
364,56.0,40.0,1.2482841362151363e-21
365,46.0,50.0,4.4279001355050013e-10
366,49.0,47.0,8.315046573904142e-11
367,46.0,50.0,1.199337257836093e-07
368,43.0,53.0,4.1970391905786766e-08
369,50.0,46.0,3.088618643309815e-13
370,48.0,48.0,2.1476565729297644e-14
371,48.0,48.0,7.047375998861894e-37
372,55.0,41.0,7.293055703063525e-21
373,61.0,35.0,1.1269663409174305e-14
374,46.0,50.0,4.8303568198206365e-14
375,53.0,43.0,2.960713399652993e-17
376,50.0,46.0,2.915672491200103e-17
377,54.0,42.0,8.296411787576249e-13
378,47.0,49.0,6.373523549844145e-17
379,47.0,49.0,6.587297399246132e-22
380,48.0,48.0,1.2116804305965226e-33
381,53.0,43.0,1.2120346443619926e-18
382,48.0,48.0,5.331772643949881e-51
383,44.0,52.0,6.162340480442347e-23
