,n1,n2,p-values
221,52.0,44.0,1.737056908921287e-12
222,52.0,44.0,2.0985455415117286e-70
223,52.0,44.0,2.11963444692874e-37
224,41.0,55.0,1.9087173590540422e-46
225,44.0,52.0,1.4764674199320735e-30
226,52.0,44.0,9.678436115147515e-16
227,45.0,51.0,1.9466191640931542e-33
228,48.0,48.0,4.1536917974071304e-16
229,46.0,50.0,6.396217762488302e-43
230,45.0,51.0,1.9602967303549576e-37
231,52.0,44.0,8.00898732713211e-14
232,51.0,45.0,6.562454758004319e-57
233,54.0,42.0,6.651320137194773e-12
234,53.0,43.0,4.2895277320333356e-13
235,40.0,56.0,4.3253751641738e-23
236,40.0,56.0,6.013130910260578e-19
237,44.0,52.0,1.1442774868303416e-83
238,47.0,49.0,1.606674622450359e-60
239,43.0,53.0,1.0324419592762908e-15
240,57.0,39.0,3.876352078468347e-29
241,46.0,50.0,1.1781073879889399e-12
242,49.0,47.0,4.027919598812352e-45
243,47.0,49.0,1.3345102347308792e-64
244,51.0,45.0,2.2502593783304573e-29
245,51.0,45.0,1.63415955468105e-28
246,43.0,53.0,7.654351007223864e-26
247,46.0,50.0,9.369364361705167e-49
248,43.0,53.0,6.87270491652383e-24
249,42.0,54.0,3.426221422807421e-23
250,51.0,45.0,7.689904593672185e-37
251,51.0,45.0,1.4199429300609819e-24
252,46.0,50.0,3.877372206224568e-21
253,44.0,52.0,2.754448947999555e-19
254,47.0,49.0,3.4515830401772344e-34
255,52.0,44.0,2.890299466350016e-20
256,55.0,41.0,1.1765591225465907e-51
257,42.0,54.0,3.3509719990893965e-30
258,60.0,36.0,1.2635340323557904e-33
259,48.0,48.0,2.88243327917684e-66
260,53.0,43.0,1.184887849032506e-30
261,39.0,57.0,1.8304043407247179e-29
262,45.0,51.0,8.748559762150543e-21
263,43.0,53.0,2.0139679756732574e-31
264,45.0,51.0,6.591344150674546e-23
265,47.0,49.0,2.6963390980109183e-45
266,45.0,51.0,9.746676058929673e-83
267,49.0,47.0,7.041570917106213e-116
268,48.0,48.0,1.44406161404759e-15
269,49.0,47.0,5.50314106719614e-55
270,48.0,48.0,4.332858137631226e-112
271,51.0,45.0,4.186042993961312e-24
272,46.0,50.0,8.50053035205992e-39
273,48.0,48.0,2.6404292798445707e-15
274,47.0,49.0,8.096896113933334e-27
275,54.0,42.0,8.900812120085921e-18
276,56.0,40.0,1.5763978141090248e-56
277,40.0,56.0,7.802835850972076e-18
278,42.0,54.0,9.216041852574737e-30
279,52.0,44.0,4.5049907091377456e-26
280,53.0,43.0,2.6313838672719696e-48
281,51.0,45.0,1.0494482559817408e-42
282,57.0,39.0,1.0141177057349804e-59
283,45.0,51.0,1.8654421532728782e-69
284,46.0,50.0,7.346114768903218e-30
285,53.0,43.0,2.4678405240578058e-89
286,50.0,46.0,5.3056718579921594e-20
287,41.0,55.0,4.313017714674962e-25
288,46.0,50.0,3.9961386191857205e-29
289,47.0,49.0,7.496094372519939e-22
290,44.0,52.0,3.0962815466910758e-24
291,44.0,52.0,3.2439135689628155e-17
292,42.0,54.0,5.518834886730668e-34
293,43.0,53.0,8.046295400436559e-21
294,44.0,52.0,5.9935262893050654e-30
295,44.0,52.0,2.0164846477581652e-35
296,39.0,57.0,1.4726884730346049e-21
297,45.0,51.0,1.156083530896821e-19
298,44.0,52.0,2.337010048630657e-21
299,46.0,50.0,3.021954203441175e-18
300,44.0,52.0,1.469370021965048e-68
301,41.0,55.0,1.0064435637424131e-282
302,50.0,46.0,6.18871231740154e-41
303,53.0,43.0,5.336794066297907e-66
304,36.0,60.0,7.824454856065289e-12
305,49.0,47.0,6.885956322626497e-22
306,44.0,52.0,2.2795964603603102e-40
307,53.0,43.0,1.568597715538597e-84
308,48.0,48.0,5.114250090282901e-58
309,44.0,52.0,2.871852174637436e-16
310,54.0,42.0,1.2572262480438258e-16
311,51.0,45.0,3.244669397489299e-29
312,51.0,45.0,1.3106130211321153e-18
313,48.0,48.0,1.778404354454145e-23
314,52.0,44.0,2.5230707790041465e-34
315,51.0,45.0,4.423475550951915e-65
316,43.0,53.0,2.0276192509019085e-13
317,41.0,55.0,2.583157364846036e-92
318,48.0,48.0,8.53684263819297e-36
319,56.0,40.0,4.401200854261734e-29
320,39.0,57.0,3.019937780467494e-13
321,48.0,48.0,3.6810133580018547e-37
322,51.0,45.0,8.828361926200026e-38
323,51.0,45.0,8.885222721363117e-28
324,47.0,49.0,8.165871517340125e-50
325,50.0,46.0,2.0692586687618934e-26
326,45.0,51.0,8.618709315754553e-29
327,48.0,48.0,1.2408762555451447e-27
328,54.0,42.0,7.676803961515126e-10
329,49.0,47.0,1.8921584506103693e-17
330,48.0,48.0,2.5226289318266144e-43
331,50.0,46.0,7.696678111651738e-49
332,46.0,50.0,1.5199040022189495e-27
333,50.0,46.0,3.0539071866637204e-34
334,52.0,44.0,3.0186514243810387e-24
335,55.0,41.0,1.184989787338256e-102
336,51.0,45.0,1.5909047449912397e-50
337,34.0,62.0,5.560849681875872e-95
338,45.0,51.0,1.0832585146360167e-11
339,60.0,36.0,5.71377735831241e-20
340,53.0,43.0,2.2611771250959037e-70
341,52.0,44.0,9.35611038064609e-24
342,52.0,44.0,2.2189231793209436e-29
343,48.0,48.0,9.014259689361689e-58
344,47.0,49.0,3.8779270259069124e-48
345,49.0,47.0,1.2624938864944707e-33
346,56.0,40.0,7.115347917780959e-48
347,45.0,51.0,0.0
348,52.0,44.0,4.577436663031944e-11
349,49.0,47.0,9.819233403140542e-83
350,41.0,55.0,8.551150288899125e-58
351,51.0,45.0,5.9806390187277295e-25
352,48.0,48.0,3.74180015526215e-24
353,42.0,54.0,6.674374514682066e-14
354,53.0,43.0,6.292129463856667e-20
355,42.0,54.0,4.741147182863511e-31
356,49.0,47.0,4.7212789930013355e-17
357,46.0,50.0,2.8082259843072393e-28
358,45.0,51.0,4.237484288038886e-22
359,44.0,52.0,1.627981378540365e-23
360,42.0,54.0,1.5411409382908692e-64
361,54.0,42.0,2.5009876643753166e-28
362,55.0,41.0,1.0102220546969453e-29
363,51.0,45.0,2.103072608197205e-57
364,47.0,49.0,1.161728835298176e-14
365,46.0,50.0,4.732406776994092e-18
366,49.0,47.0,4.004785973211083e-101
367,50.0,46.0,3.430716493468742e-57
368,57.0,39.0,1.3019291376741004e-39
369,50.0,46.0,4.198761517121778e-45
370,47.0,49.0,4.26271799696993e-24
371,52.0,44.0,4.189439274251348e-20
372,44.0,52.0,2.928385180981882e-24
373,41.0,55.0,5.342690474818355e-28
374,51.0,45.0,7.566335561123092e-30
375,49.0,47.0,8.608876744168028e-20
376,47.0,49.0,1.4111487202679562e-25
377,42.0,54.0,1.0747305005276728e-29
378,43.0,53.0,8.655396625454679e-68
379,55.0,41.0,2.2659117573211602e-32
380,58.0,38.0,2.7713359491925314e-24
381,41.0,55.0,1.834344786974296e-33
382,45.0,51.0,2.09293404212813e-31
383,44.0,52.0,6.795291531802403e-19
384,47.0,49.0,4.1041305195134085e-20
385,45.0,51.0,1.9245369346450548e-14
386,48.0,48.0,2.971056806280098e-39
387,41.0,55.0,6.6627542399604905e-28
388,52.0,44.0,3.9001679716749576e-24
389,42.0,54.0,5.205173556605173e-60
390,44.0,52.0,7.3742834156804e-79
391,46.0,50.0,4.89473198793936e-76
392,44.0,52.0,8.949017895073538e-94
393,46.0,50.0,2.9608162282459227e-34
394,48.0,48.0,9.350194889101603e-15
395,50.0,46.0,1.6219381358871753e-99
396,44.0,52.0,8.350357676896496e-18
397,41.0,55.0,3.416301691222166e-249
398,56.0,40.0,2.917674292716881e-62
399,45.0,51.0,2.649049577078742e-29
400,43.0,53.0,2.3593883166954244e-15
401,45.0,51.0,8.20948976427144e-24
402,52.0,44.0,1.185065157158327e-37
403,52.0,44.0,3.131016378895876e-25
404,40.0,56.0,4.647954571499401e-41
405,57.0,39.0,7.907896477117295e-15
406,48.0,48.0,2.607776019284636e-34
407,42.0,54.0,1.4885712260299159e-24
408,50.0,46.0,2.2641050408779957e-12
409,45.0,51.0,1.88438251714525e-18
410,50.0,46.0,9.447465108810271e-57
411,48.0,48.0,5.073236004187089e-32
412,46.0,50.0,4.0564920998579556e-20
413,51.0,45.0,4.809699979549405e-59
414,44.0,52.0,3.370379241262822e-106
415,61.0,35.0,7.944312676807987e-104
416,37.0,59.0,6.392541755084403e-172
417,52.0,44.0,2.456316047236527e-20
418,44.0,52.0,5.890270232279797e-27
419,49.0,47.0,1.1540472061018783e-24
420,46.0,50.0,8.105580006809878e-25
421,47.0,49.0,8.816794304495397e-25
422,47.0,49.0,4.846306030116945e-26
423,48.0,48.0,3.5035563228045398e-22
424,42.0,54.0,4.698420187382691e-30
425,51.0,45.0,1.2439297007109915e-73
426,56.0,40.0,1.832710022265648e-15
427,45.0,51.0,2.4480263767373435e-31
428,51.0,45.0,1.654711557608922e-72
429,40.0,56.0,1.2982214389904045e-35
430,51.0,45.0,4.474212432827301e-21
431,46.0,50.0,4.932193683929234e-28
432,51.0,45.0,2.6191301736576145e-210
433,52.0,44.0,2.2267342100060553e-40
434,37.0,59.0,6.39570127494361e-38
435,44.0,52.0,1.0784493925387376e-43
436,50.0,46.0,2.598026840288566e-58
437,50.0,46.0,7.535957021560955e-20
438,54.0,42.0,2.7031419770326823e-60
439,49.0,47.0,3.5320141868079274e-24
440,51.0,45.0,8.552951061492839e-29
441,56.0,40.0,6.692826214182132e-23
442,47.0,49.0,2.354114510802982e-50
